,year,mileage,engineSize,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol,price
1393,2019,14568,1.5,0,0,0,1,0,0,0,1,20480
1394,2019,7268,1.5,0,0,0,1,0,0,0,1,27280
1395,2019,10982,1.5,0,0,0,1,0,0,0,1,27980
1396,2019,7043,1.5,0,0,0,1,0,0,0,1,24980
1397,2019,5477,2.1,1,0,0,0,1,0,0,0,28180
1398,2019,3436,1.5,0,0,0,1,0,0,0,1,23680
1399,2019,9103,3.0,0,0,0,1,0,0,0,1,44480
1400,2019,3446,1.5,0,0,0,1,0,0,0,1,34480
1401,2019,14843,2.0,0,0,0,1,1,0,0,0,25780
1402,2017,9238,2.0,0,0,0,1,0,0,0,1,21500
1403,2019,3950,2.0,0,0,0,1,0,0,0,1,33842
1404,2019,2791,2.0,1,0,0,0,1,0,0,0,34987
1405,2019,1843,3.0,1,0,0,0,0,0,0,1,44987
1406,2014,38824,2.1,0,0,0,1,1,0,0,0,14732
1407,2018,25833,2.0,1,0,0,0,0,0,0,1,19056
1408,2017,22842,2.1,0,0,0,1,1,0,0,0,20672
1409,2017,20134,3.0,1,0,0,0,0,0,0,1,33612
1410,2017,41603,2.1,0,0,0,1,1,0,0,0,16991
1411,2015,37000,2.1,0,0,0,1,0,1,0,0,19990
1412,2019,8317,2.0,0,0,0,1,1,0,0,0,27890
1413,2015,58502,2.1,0,0,0,1,1,0,0,0,14490
1414,2017,25584,2.0,0,0,0,1,0,0,0,1,18490
1415,2016,46384,2.0,0,1,0,0,0,0,0,1,13600
1416,2018,18285,2.1,0,0,0,1,1,0,0,0,22980
1417,2019,1752,3.0,0,0,0,1,0,0,0,1,44480
1418,2017,34691,2.1,0,1,0,0,1,0,0,0,15980
1419,2019,3999,3.0,0,0,0,1,0,0,0,1,45980
1420,2019,8202,1.5,0,0,0,1,0,0,0,1,29980
1421,2014,77043,2.1,0,0,0,1,1,0,0,0,11750
1422,2014,46078,2.0,0,0,0,1,0,0,0,1,13290
1423,2019,9613,2.0,0,0,0,1,1,0,0,0,29950
1424,2014,77043,2.1,0,0,0,1,1,0,0,0,11750
1425,2019,5550,2.0,0,0,0,1,1,0,0,0,27990
1426,2017,30199,2.1,0,0,0,1,1,0,0,0,16690
1427,2019,6037,1.5,1,0,0,0,0,0,0,1,22890
1428,2019,5450,2.0,1,0,0,0,1,0,0,0,28990
1429,2019,13337,2.0,1,0,0,0,1,0,0,0,19690
1430,2019,13757,1.5,0,0,0,1,0,0,0,1,29480
1431,2015,54000,2.1,0,0,0,1,1,0,0,0,14500
1432,2020,2669,2.0,0,0,0,1,1,0,0,0,35491
1433,2017,22079,2.1,0,0,0,1,1,0,0,0,24502
1434,2017,27993,2.1,0,0,0,1,1,0,0,0,20491
1435,2019,2430,2.0,1,0,0,0,1,0,0,0,41491
1436,2017,51304,2.1,0,0,0,1,1,0,0,0,18258
1437,2015,29963,2.1,0,0,0,1,1,0,0,0,16341
1438,2017,22547,4.0,0,0,0,1,0,0,0,1,40980
1439,2015,35464,2.1,0,0,0,1,1,0,0,0,16892
1440,2014,53600,2.1,0,0,0,1,1,0,0,0,14992
1441,2019,6602,1.6,1,0,0,0,0,0,0,1,22706
1442,2019,3946,2.0,1,0,0,0,1,0,0,0,30672
1443,2017,24698,2.0,0,0,0,1,0,0,0,1,23111
1444,2019,9463,1.5,0,0,0,1,0,0,0,1,26176
1445,2018,25340,2.1,0,0,0,1,1,0,0,0,18700
1446,2017,25820,2.0,0,1,0,0,0,0,0,1,14307
1447,2018,23570,2.1,1,0,0,0,1,0,0,0,18900
1448,2016,35800,2.1,0,0,0,1,1,0,0,0,16800
1449,2015,57843,2.1,0,0,0,1,1,0,0,0,10090
1450,2014,52379,2.0,1,0,0,0,0,0,0,1,12600
1451,2018,10592,2.1,0,0,0,1,1,0,0,0,25500
1452,2017,22700,2.1,1,0,0,0,1,0,0,0,25092
1453,2017,11457,2.0,0,0,0,1,0,0,0,1,23401
1454,2017,18955,2.1,0,0,0,1,1,0,0,0,21011
1455,2017,32390,1.6,0,0,0,1,1,0,0,0,16911
1456,2015,48000,2.1,0,0,0,1,1,0,0,0,15142
1457,2015,53227,2.0,0,0,0,1,0,0,0,1,14290
1458,2019,3239,1.6,0,0,0,1,1,0,0,0,20990
1459,2016,36836,1.6,0,0,0,1,1,0,0,0,14390
1460,2018,10240,2.1,0,0,0,1,1,0,0,0,23500
1461,2019,3560,3.0,0,0,0,1,0,0,0,1,39995
1462,2020,3000,2.0,1,0,0,0,1,0,0,0,29750
1463,2019,14232,1.5,0,0,0,1,0,0,0,1,26176
1464,2019,5552,2.0,1,0,0,0,0,0,0,1,30976
1465,2017,30000,2.0,0,1,0,0,0,0,0,1,15872
1466,2019,11890,1.6,1,0,0,0,1,0,0,0,27696
1467,2017,12157,4.0,1,0,0,0,0,0,0,1,39336
1468,2017,19067,3.0,1,0,0,0,0,0,0,1,31664
1469,2017,48000,2.1,0,0,0,1,1,0,0,0,16092
1470,2019,17009,2.0,1,0,0,0,1,0,0,0,36350
1471,2017,30124,2.0,1,0,0,0,0,0,0,1,23942
1472,2019,7109,1.6,0,0,0,1,1,0,0,0,27780
1473,2019,6650,1.6,1,0,0,0,1,0,0,0,36420
1474,2019,6374,3.0,1,0,0,0,0,0,0,1,36090
1475,2019,1987,2.0,1,0,0,0,0,0,0,1,39991
1476,2019,11347,3.0,1,0,0,0,0,0,0,1,48491
1477,2019,4811,2.0,1,0,0,0,1,0,0,0,38991
1478,2017,25820,2.0,0,1,0,0,0,0,0,1,14307
1479,2018,34650,2.1,0,0,0,1,1,0,0,0,18450
1480,2017,33273,2.1,0,1,0,0,1,0,0,0,14420
1481,2015,45024,2.1,1,0,0,0,1,0,0,0,12995
1482,2015,47709,2.1,0,1,0,0,1,0,0,0,12999
1483,2015,22852,2.0,0,1,0,0,0,0,0,1,12995
1484,2018,4500,1.5,0,0,0,1,0,0,0,1,22900
1485,2019,15674,1.6,0,0,0,1,1,0,0,0,24495
1486,2019,11900,1.5,1,0,0,0,0,0,0,1,24640
1487,2019,7532,2.0,0,0,0,1,0,0,0,1,30840
1488,2019,12836,1.5,1,0,0,0,0,0,0,1,21340
1489,2019,15275,1.5,0,0,0,1,0,0,0,1,24940
1490,2019,5149,1.5,1,0,0,0,0,0,0,1,21940
1491,2019,37,2.0,1,0,0,0,0,0,0,1,28940
1492,2016,80612,2.0,1,0,0,0,0,0,0,1,20503
1493,2018,4200,2.0,1,0,0,0,0,0,0,1,22766
1494,2018,32373,2.1,0,0,0,1,1,0,0,0,22990
1495,2017,25066,2.1,0,0,0,1,1,0,0,0,18890
1496,2016,20077,2.1,0,0,0,1,1,0,0,0,22890
1497,2019,11000,2.0,0,0,0,1,1,0,0,0,27490
1498,2016,34499,2.1,0,0,0,1,1,0,0,0,15890
1499,2018,9290,3.0,0,0,0,1,0,0,0,1,33890
1500,2018,12055,4.0,0,0,0,1,0,0,0,1,33690
1501,2019,2200,3.0,0,0,0,1,0,0,0,1,37790
1502,2019,11674,2.0,0,0,0,1,1,0,0,0,26140
1503,2019,16684,1.6,0,0,0,1,1,0,0,0,26440
1504,2017,33022,2.1,0,0,0,1,1,0,0,0,19240
1505,2019,7926,2.0,0,0,0,1,1,0,0,0,30740
1506,2019,14751,2.0,0,0,0,1,1,0,0,0,24640
1507,2017,55842,2.0,1,0,0,0,0,0,0,1,19995
1508,2018,19870,2.0,0,0,0,1,0,0,0,1,19995
1509,2019,3970,2.0,1,0,0,0,0,0,0,1,27340
1510,2017,9507,2.0,1,0,0,0,0,0,0,1,25000
1511,2018,16045,2.0,0,0,0,1,1,0,0,0,23390
1512,2015,42164,2.1,0,0,0,1,1,0,0,0,15789
1513,2017,20000,2.1,1,0,0,0,1,0,0,0,17490
1514,2018,19500,3.0,1,0,0,0,0,0,0,1,34990
1515,2016,31467,2.1,0,0,0,1,1,0,0,0,19750
1516,2017,17329,2.1,0,0,0,1,1,0,0,0,19000
1517,2018,15750,2.0,0,0,0,1,0,0,0,1,20690
1518,2019,4167,2.0,1,0,0,0,1,0,0,0,35891
1519,2015,40312,2.0,0,0,0,1,0,0,0,1,15135
1520,2019,3500,2.0,1,0,0,0,1,0,0,0,28995
1521,2019,3500,2.0,1,0,0,0,1,0,0,0,31495
1522,2020,2499,2.0,0,0,0,1,1,0,0,0,39994
1523,2020,2499,2.0,0,0,0,1,1,0,0,0,39994
1524,2019,3485,1.5,1,0,0,0,0,0,0,1,24995
1525,2019,3610,2.0,0,0,0,1,0,0,0,1,28395
1526,2019,4158,1.5,1,0,0,0,0,0,0,1,25494
1527,2018,9009,2.0,0,0,0,1,0,0,0,1,24994
1528,2018,12137,2.1,0,0,0,1,1,0,0,0,23995
1529,2017,25270,2.1,0,0,0,1,0,1,0,0,21950
1530,2018,19870,4.0,0,0,0,1,0,0,0,1,49990
1531,2017,35270,2.1,0,0,0,1,1,0,0,0,23400
1532,2017,14105,2.1,0,0,0,1,1,0,0,0,21958
1533,2015,8940,2.1,1,0,0,0,1,0,0,0,18500
1534,2015,21064,2.0,0,0,0,1,0,0,0,1,15495
1535,2015,54000,2.1,0,0,0,1,1,0,0,0,15890
1536,2019,1237,1.5,0,0,0,1,0,0,0,1,26990
1537,2016,36688,1.6,0,0,0,1,1,0,0,0,18490
1538,2019,6877,2.1,0,0,0,1,1,0,0,0,24490
1539,2016,37188,2.1,0,0,0,1,1,0,0,0,21500
1540,2019,10530,1.5,0,0,0,1,0,0,0,1,23490
1541,2017,21590,2.0,0,0,0,1,0,0,0,1,22995
1542,2018,7859,2.0,0,0,0,1,0,0,0,1,24890
1543,2015,60597,2.1,0,0,0,1,1,0,0,0,14150
